NPI,Name,Physician,Specialty,Entity_Name,ECP_Category,Street,City,State,County,Zip,Networks,Carrier,name_location_carrier,locations
1881743631,Planned Parenthood of the Rocky Mountains - Granby,Non-Physician,"Family Planning Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,236 Agate Ave.,Granby,CO,Grand,80446-0088,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains - Granby: 236 Agate Ave., Granby, CO, 80446-0088: Friday","236 Agate Ave., Granby, CO, 80446-0088"
1881743631,Planned Parenthood of the Rocky Mountains - Granby,Non-Physician,"Family Planning Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,236 Agate Ave.,Granby,CO,Grand,80446-0088,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains - Granby: 236 Agate Ave., Granby, CO, 80446-0088: Friday","236 Agate Ave., Granby, CO, 80446-0088"
1790998953,Farmworker Health Services Clinic - Grand Junction,Non-Physician,"Federally Qualified Health Centers, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care","VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,2333 N 6th St,Grand Junction,CO,Mesa,81501-2001,"CON001, CON002",Friday,"Farmworker Health Services Clinic - Grand Junction: 2333 N 6th St, Grand Junction, CO, 81501-2001: Friday","2333 N 6th St, Grand Junction, CO, 81501-2001"
1881743631,Planned Parenthood of the Rocky Mountains--Greeley,Non-Physician,"Family Planning Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,3487 W 10th St,Greeley,CO,Weld,80634-5361,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Greeley: 3487 W 10th St, Greeley, CO, 80634-5361: Friday","3487 W 10th St, Greeley, CO, 80634-5361"
1881743631,Planned Parenthood of the Rocky Mountains--Greeley,Non-Physician,"Family Planning Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,3487 W 10th St,Greeley,CO,Weld,80634-5361,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Greeley: 3487 W 10th St, Greeley, CO, 80634-5361: Friday","3487 W 10th St, Greeley, CO, 80634-5361"
1932596350,High Plains Holly Clinic,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Centers,410 W. Colorado,Holly,CO,Prowers,81047,"CON001, CON002",Friday,"High Plains Holly Clinic: 410 W. Colorado, Holly, CO, 81047: Friday","410 W. Colorado, Holly, CO, 81047"
1932596350,High Plains Holly Clinic,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED", Rural Health Clinics,410 W. Colorado,Holly,CO,Prowers,81047,"CON001, CON002",Friday,"High Plains Holly Clinic: 410 W. Colorado, Holly, CO, 81047: Friday","410 W. Colorado, Holly, CO, 81047"
1013911437,Northeast Colorado Health Department,Non-Physician,Family Planning Providers,Northeast Colorado Health Department,Family Planning Providers,127 E Denver St,Holyoke,CO,Phillips,80734-1553,"CON001, CON002",Friday,"Northeast Colorado Health Department: 127 E Denver St, Holyoke, CO, 80734-1553: Friday","127 E Denver St, Holyoke, CO, 80734-1553"
1013911437,Northeast Colorado Health Department,Non-Physician,Family Planning Providers,Northeast Colorado Health Department,Family Planning Providers,118 W 3rd St,Julesburg,CO,Sedgwick,80737-1542,"CON001, CON002",Friday,"Northeast Colorado Health Department: 118 W 3rd St, Julesburg, CO, 80737-1542: Friday","118 W 3rd St, Julesburg, CO, 80737-1542"
1205255304,Health Center at Kiowa,Non-Physician,Federally Qualified Health Centers,PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Centers,320 Comanche St,Kiowa,CO,Elbert,80117,"CON001, CON002",Friday,"Health Center at Kiowa: 320 Comanche St, Kiowa, CO, 80117: Friday","320 Comanche St, Kiowa, CO, 80117"
1770865644,High Plains Adult Community Health Center,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Centers,2221 Wellness Way,Lamar,CO,Prowers,81052-3867,"CON001, CON002",Friday,"High Plains Adult Community Health Center: 2221 Wellness Way, Lamar, CO, 81052-3867: Friday","2221 Wellness Way, Lamar, CO, 81052-3867"
1770865644,High Plains Adult Community Health Center,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED", Rural Health Clinics,2221 Wellness Way,Lamar,CO,Prowers,81052-3867,"CON001, CON002",Friday,"High Plains Adult Community Health Center: 2221 Wellness Way, Lamar, CO, 81052-3867: Friday","2221 Wellness Way, Lamar, CO, 81052-3867"
1275813982,LCC CAMPUS HEALTH CLINIC,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Centers,2401 S Main St,Lamar,CO,Prowers,81052-3912,"CON001, CON002",Friday,"LCC CAMPUS HEALTH CLINIC: 2401 S Main St, Lamar, CO, 81052-3912: Friday","2401 S Main St, Lamar, CO, 81052-3912"
1275813982,LCC CAMPUS HEALTH CLINIC,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED", Rural Health Clinics,2401 S Main St,Lamar,CO,Prowers,81052-3912,"CON001, CON002",Friday,"LCC CAMPUS HEALTH CLINIC: 2401 S Main St, Lamar, CO, 81052-3912: Friday","2401 S Main St, Lamar, CO, 81052-3912"
1003092131,Larimer County Health Department Family Planning Program-Loveland,Non-Physician,Family Planning Providers,Larimer County Health Department,Family Planning Providers,205 E 6th St,Loveland,CO,Larimer,80537-5682,"CON001, CON002",Friday,"Larimer County Health Department Family Planning Program-Loveland: 205 E 6th St, Loveland, CO, 80537-5682: Friday","205 E 6th St, Loveland, CO, 80537-5682"
1881681104,Moffat Family Health Center,Non-Physician,"Federally Qualified Health Centers, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care","VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,545 Moffat Way,Moffat,CO,Saguache,81143,"CON001, CON002",Friday,"Moffat Family Health Center: 545 Moffat Way, Moffat, CO, 81143: Friday","545 Moffat Way, Moffat, CO, 81143"
1881743631,Planned Parenthood of the Rocky Mountains--Parker Express,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,12543 N State Highway 83,Parker,CO,Douglas,80134-8800,"CON001, CON002, CON003",Friday,"Planned Parenthood of the Rocky Mountains--Parker Express: 12543 N State Highway 83, Parker, CO, 80134-8800: Friday","12543 N State Highway 83, Parker, CO, 80134-8800"
1881743631,Planned Parenthood of the Rocky Mountains--Parker Express,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics","Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,12543 N State Highway 83,Parker,CO,Douglas,80134-8800,"CON001, CON002, CON003",Friday,"Planned Parenthood of the Rocky Mountains--Parker Express: 12543 N State Highway 83, Parker, CO, 80134-8800: Friday","12543 N State Highway 83, Parker, CO, 80134-8800"
1881743631,Planned Parenthood of the Rocky Mountains--Parker Express,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,12543 N State Highway 83,Parker,CO,Douglas,80134-8800,"CON001, CON002, CON003",Friday,"Planned Parenthood of the Rocky Mountains--Parker Express: 12543 N State Highway 83, Parker, CO, 80134-8800: Friday","12543 N State Highway 83, Parker, CO, 80134-8800"
1619224987,Falcon Peak School Based Health Center,Non-Physician,Federally Qualified Health Centers,PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Centers,12050 Falcon Hwy,Peyton,CO,El Paso,80831-8076,"CON001, CON002",Friday,"Falcon Peak School Based Health Center: 12050 Falcon Hwy, Peyton, CO, 80831-8076: Friday","12050 Falcon Hwy, Peyton, CO, 80831-8076"
1144589425,GRAND AVENUE HOMELESS CLINIC,Non-Physician,Federally Qualified Health Centers,PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,1008 N Grand Ave,Pueblo,CO,Pueblo,81003-2916,"CON001, CON002",Friday,"GRAND AVENUE HOMELESS CLINIC: 1008 N Grand Ave, Pueblo, CO, 81003-2916: Friday","1008 N Grand Ave, Pueblo, CO, 81003-2916"
1396098828,County High School SBWC,Non-Physician,"Dental Providers, Family Planning Providers, Federally Qualified Health Centers, Ryan White Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care, 102 Licensed Clinical Social Workers, Pharmacy",PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,1050 35th Ln,Pueblo,CO,Pueblo,81006-9426,"CON001, CON002",Friday,"County High School SBWC: 1050 35th Ln, Pueblo, CO, 81006-9426: Friday","1050 35th Ln, Pueblo, CO, 81006-9426"
1700139813,Central High School SBWC,Non-Physician,"Dental Providers, Family Planning Providers, Federally Qualified Health Centers, Ryan White Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care, 102 Licensed Clinical Social Workers, Pharmacy",PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,216 E Orman Ave,Pueblo,CO,Pueblo,81004-2144,"CON001, CON002",Friday,"Central High School SBWC: 216 E Orman Ave, Pueblo, CO, 81004-2144: Friday","216 E Orman Ave, Pueblo, CO, 81004-2144"
1013261023,Risley Middle School SBWC,Non-Physician,"Dental Providers, Family Planning Providers, Federally Qualified Health Centers, Ryan White Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care, 102 Licensed Clinical Social Workers, Pharmacy",PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,625 N Monument Ave,Pueblo,CO,Pueblo,81001-5706,"CON001, CON002",Friday,"Risley Middle School SBWC: 625 N Monument Ave, Pueblo, CO, 81001-5706: Friday","625 N Monument Ave, Pueblo, CO, 81001-5706"
1912251927,Heroes Academy SBWC,Non-Physician,"Dental Providers, Family Planning Providers, Federally Qualified Health Centers, Ryan White Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care, 102 Licensed Clinical Social Workers, Pharmacy",PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,715 W 20th St,Pueblo,CO,Pueblo,81003-4052,"CON001, CON002",Friday,"Heroes Academy SBWC: 715 W 20th St, Pueblo, CO, 81003-4052: Friday","715 W 20th St, Pueblo, CO, 81003-4052"
1649524653,East High School SBWC,Non-Physician,"Dental Providers, Family Planning Providers, Federally Qualified Health Centers, Ryan White Providers, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN), 101 Pediatrics - Routine/Primary Care, 102 Licensed Clinical Social Workers, Pharmacy",PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,9 Macneil Rd,Pueblo,CO,Pueblo,81001-1931,"CON001, CON002",Friday,"East High School SBWC: 9 Macneil Rd, Pueblo, CO, 81001-1931: Friday","9 Macneil Rd, Pueblo, CO, 81001-1931"
1881743631,Planned Parenthood of the Rocky Mountains--Salida,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,233 E 2nd St,Salida,CO,Chaffee,81201-2116,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Salida: 233 E 2nd St, Salida, CO, 81201-2116: Friday","233 E 2nd St, Salida, CO, 81201-2116"
1881743631,Planned Parenthood of the Rocky Mountains--Salida,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,233 E 2nd St,Salida,CO,Chaffee,81201-2116,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Salida: 233 E 2nd St, Salida, CO, 81201-2116: Friday","233 E 2nd St, Salida, CO, 81201-2116"
1881743631,Planned Parenthood of the Rocky Mountains--Salida,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,233 E 2nd St,Salida,CO,Chaffee,81201-2116,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Salida: 233 E 2nd St, Salida, CO, 81201-2116: Friday","233 E 2nd St, Salida, CO, 81201-2116"
1881743631,Planned Parenthood of the Rocky Mountains - Steamboat Springs,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,111 11th St,Steamboat Springs,CO,Routt,80477,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains - Steamboat Springs: 111 11th St, Steamboat Springs, CO, 80477: Friday","111 11th St, Steamboat Springs, CO, 80477"
1881743631,Planned Parenthood of the Rocky Mountains - Steamboat Springs,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,111 11th St,Steamboat Springs,CO,Routt,80477,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains - Steamboat Springs: 111 11th St, Steamboat Springs, CO, 80477: Friday","111 11th St, Steamboat Springs, CO, 80477"
1881743631,Planned Parenthood of the Rocky Mountains - Steamboat Springs,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,111 11th St,Steamboat Springs,CO,Routt,80477,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains - Steamboat Springs: 111 11th St, Steamboat Springs, CO, 80477: Friday","111 11th St, Steamboat Springs, CO, 80477"
1013911437,Northeast Colorado Health Department,Non-Physician,Family Planning Providers,Northeast Colorado Health Dept,Family Planning Providers,700 Columbine St,Sterling,CO,Logan,80751-3728,"CON001, CON002",Friday,"Northeast Colorado Health Department: 700 Columbine St, Sterling, CO, 80751-3728: Friday","700 Columbine St, Sterling, CO, 80751-3728"
1790966174,Walsenburg Clinic,Non-Physician,Federally Qualified Health Centers,Pueblo Community Health Center,Federally Qualified Health Centers,129 Kansas Ave,Walsenburg,CO,Huerfano,81089-1818,"CON001, CON002",Friday,"Walsenburg Clinic: 129 Kansas Ave, Walsenburg, CO, 81089-1818: Friday","129 Kansas Ave, Walsenburg, CO, 81089-1818"
1588803050,Walsh Medical Clinic,Non-Physician,Rural Health Clinics,Walsh Medical Clinic,Rural Health Clinics,137 S Kansas St,Walsh,CO,Baca,81090,"CON001, CON002",Friday,"Walsh Medical Clinic: 137 S Kansas St, Walsh, CO, 81090: Friday","137 S Kansas St, Walsh, CO, 81090"
1912349465,High Plains Wiley Clinic,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Centers,302 Main St,Wiley,CO,Prowers,81092,"CON001, CON002",Friday,"High Plains Wiley Clinic: 302 Main St, Wiley, CO, 81092: Friday","302 Main St, Wiley, CO, 81092"
1912349465,High Plains Wiley Clinic,Non-Physician,"Federally Qualified Health Centers, Rural Health Clinics","HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED", Rural Health Clinics,302 Main St,Wiley,CO,Prowers,81092,"CON001, CON002",Friday,"High Plains Wiley Clinic: 302 Main St, Wiley, CO, 81092: Friday","302 Main St, Wiley, CO, 81092"
1013911437,Northeast Colorado Health Department,Non-Physician,Family Planning Providers,Northeast Colorado Health Department,Family Planning Providers,529 N Albany St,Yuma,CO,Yuma,80759-1526,"CON001, CON002",Friday,"Northeast Colorado Health Department: 529 N Albany St, Yuma, CO, 80759-1526: Friday","529 N Albany St, Yuma, CO, 80759-1526"
1649605536,MCPN - Health &Wellness Center at the Asian Pacific Development Center,Non-Physician,Federally Qualified Health Centers,"METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,1537 Alton St,Aurora,CO,Adams,80010-1712,CON003,Friday,"MCPN - Health &Wellness Center at the Asian Pacific Development Center: 1537 Alton St, Aurora, CO, 80010-1712: Friday","1537 Alton St, Aurora, CO, 80010-1712"
1699930651,JEFFERSON HIGH SCHOOL KIDS & TEENS HEALTH CENTER,Non-Physician,Federally Qualified Health Centers,"METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,2305 Pierce St,Edgewater,CO,Jefferson,80214-1031,CON003,Friday,"JEFFERSON HIGH SCHOOL KIDS & TEENS HEALTH CENTER: 2305 Pierce St, Edgewater, CO, 80214-1031: Friday","2305 Pierce St, Edgewater, CO, 80214-1031"
1437314481,Alameda High School Kids and Teens Health Center,Non-Physician,Federally Qualified Health Centers,Metro Community Provider Network,Federally Qualified Health Centers,1255 S Wadsworth Blvd,Lakewood,CO,Jefferson,80232-5406,CON003,Friday,"Alameda High School Kids and Teens Health Center: 1255 S Wadsworth Blvd, Lakewood, CO, 80232-5406: Friday","1255 S Wadsworth Blvd, Lakewood, CO, 80232-5406"
1326203399,STEIN KIDS HEALTH CENTER,Non-Physician,Federally Qualified Health Centers,"METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,80 S Teller St,Lakewood,CO,Jefferson,80226-2044,CON003,Friday,"STEIN KIDS HEALTH CENTER: 80 S Teller St, Lakewood, CO, 80226-2044: Friday","80 S Teller St, Lakewood, CO, 80226-2044"
1013203876,Colfax Health Center at JCMH,Non-Physician,Federally Qualified Health Centers,"METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,9485 W Colfax Ave,Lakewood,CO,Jefferson,80215-3918,CON003,Friday,"Colfax Health Center at JCMH: 9485 W Colfax Ave, Lakewood, CO, 80215-3918: Friday","9485 W Colfax Ave, Lakewood, CO, 80215-3918"
1205122066,MCPN Arapahoe Douglas Health Center,Non-Physician,Federally Qualified Health Centers,"METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,61 W Davies Ave N,Littleton,CO,Arapahoe,80120-5252,CON003,Friday,"MCPN Arapahoe Douglas Health Center: 61 W Davies Ave N, Littleton, CO, 80120-5252: Friday","61 W Davies Ave N, Littleton, CO, 80120-5252"
1881743631,Planned Parenthood of the Rocky Mountains--Longmont,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,195 S Main St,Longmont,CO,Boulder,80501-6218,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Longmont: 195 S Main St, Longmont, CO, 80501-6218: Friday","195 S Main St, Longmont, CO, 80501-6218"
1881743631,Planned Parenthood of the Rocky Mountains--Longmont,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,195 S Main St,Longmont,CO,Boulder,80501-6218,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Longmont: 195 S Main St, Longmont, CO, 80501-6218: Friday","195 S Main St, Longmont, CO, 80501-6218"
1881743631,Planned Parenthood of the Rocky Mountains--Longmont,Non-Physician,"Family Planning Providers, Rural Health Clinics, Sexually Transmitted Disease Clinics, 001 General Practice, 002 Family Medicine, 005 Primary Care - Physician Assistant, 006 Primary Care - Nurse Practitioner, 016 Gynecology (OB/GYN)","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,195 S Main St,Longmont,CO,Boulder,80501-6218,"CON001, CON002",Friday,"Planned Parenthood of the Rocky Mountains--Longmont: 195 S Main St, Longmont, CO, 80501-6218: Friday","195 S Main St, Longmont, CO, 80501-6218"
1316233174,Independence Health Center at JCMH,Non-Physician,Federally Qualified Health Centers,"METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,4851 Independence St,Wheat Ridge,CO,Jefferson,80033-6715,CON003,Friday,"Independence Health Center at JCMH: 4851 Independence St, Wheat Ridge, CO, 80033-6715: Friday","4851 Independence St, Wheat Ridge, CO, 80033-6715"
1649605536,MCPN - Health &Wellness Center at the Asian Pacific Development Center,Non-Physician,"Community Mental Health Centers, 029 Psychiatry, 102 Licensed Clinical Social Workers, 103 Psychology","METRO COMMUNITY PROVIDER NETWORK, INC.",Federally Qualified Health Centers,1537 Alton St,Aurora,CO,Adams,80010-1712,"CON001, CON005",Kaiser,"MCPN - Health &Wellness Center at the Asian Pacific Development Center: 1537 Alton St, Aurora, CO, 80010-1712: Kaiser","1537 Alton St, Aurora, CO, 80010-1712"
1790998953,Farmworker Health Services - Kit Carson County Health & Human Services,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers","VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,252 S 14th St,Burlington,CO,Kit Carson,80807-2321,"CON001, CON005",Kaiser,"Farmworker Health Services - Kit Carson County Health & Human Services: 252 S 14th St, Burlington, CO, 80807-2321: Kaiser","252 S 14th St, Burlington, CO, 80807-2321"
1336245828,"Children's Hospital Colorado Orthopedic Care, Centennial",Non-Physician,Outpatient Hospital Clinics,Children's Hospital Colorado,Outpatient Hospital Clinics,9094 E Mineral Cir,Centennial,CO,Arapahoe,80112-7201,"CON001, CON005",Kaiser,"Children's Hospital Colorado Orthopedic Care, Centennial: 9094 E Mineral Cir, Centennial, CO, 80112-7201: Kaiser","9094 E Mineral Cir, Centennial, CO, 80112-7201"
1790998953,Cheyenne County Public Health Office,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers","VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,615 N 5th St W,Cheyenne Wells,CO,Cheyenne,80810,CON003,Kaiser,"Cheyenne County Public Health Office: 615 N 5th St W, Cheyenne Wells, CO, 80810: Kaiser","615 N 5th St W, Cheyenne Wells, CO, 80810"
1164752812,Entrada School Based Health Center,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers, 002 Family Medicine",PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Centers,1740 Pepperwood Dr,Colorado Springs,CO,El Paso,80910-1525,"CON002, CON004",Kaiser,"Entrada School Based Health Center: 1740 Pepperwood Dr, Colorado Springs, CO, 80910-1525: Kaiser","1740 Pepperwood Dr, Colorado Springs, CO, 80910-1525"
1396048054,Logan Health Center at Myron Stratton,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers, 002 Family Medicine",PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Centers,430 Gold Pass Hts,Colorado Springs,CO,El Paso,80906-3501,"CON002, CON004",Kaiser,"Logan Health Center at Myron Stratton: 430 Gold Pass Hts, Colorado Springs, CO, 80906-3501: Kaiser","430 Gold Pass Hts, Colorado Springs, CO, 80906-3501"
1407150121,Moreno Health Center,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers, 002 Family Medicine",PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Centers,875 W Moreno Ave,Colorado Springs,CO,El Paso,80905-1731,"CON002, CON004",Kaiser,"Moreno Health Center: 875 W Moreno Ave, Colorado Springs, CO, 80905-1731: Kaiser","875 W Moreno Ave, Colorado Springs, CO, 80905-1731"
1881743631,Planned Parenthood of the Rocky Mountains - Granby,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers, 000 OTHER","Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,236 Agate Ave.,Granby,CO,Grand,80446-0088,CON005,Kaiser,"Planned Parenthood of the Rocky Mountains - Granby: 236 Agate Ave., Granby, CO, 80446-0088: Kaiser","236 Agate Ave., Granby, CO, 80446-0088"
1881743631,Planned Parenthood of the Rocky Mountains - Granby,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers, 000 OTHER","Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,236 Agate Ave.,Granby,CO,Grand,80446-0088,CON005,Kaiser,"Planned Parenthood of the Rocky Mountains - Granby: 236 Agate Ave., Granby, CO, 80446-0088: Kaiser","236 Agate Ave., Granby, CO, 80446-0088"
1790998953,Farmworker Health Services Clinic - Grand Junction,Non-Physician,"Family Planning Providers, Federally Qualified Health Centers","VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,2333 N 6th St,Grand Junction,CO,Mesa,81501-2001,CON005,Kaiser,"Farmworker Health Services Clinic - Grand Junction: 2333 N 6th St, Grand Junction, CO, 81501-2001: Kaiser","2333 N 6th St, Grand Junction, CO, 81501-2001"
